,Season,Month,Year,Date,Pressure,Longitude,Latitude
415,JJA,7,2014,7/2014,1020.591216,320.2857534,33.87416957
416,JJA,8,2014,8/2014,1017.952125,321.7915653,32.6972169
417,SON,9,2014,9/2014,1017.597252,319.9815761,35.15435241
418,SON,10,2014,10/2014,1016.655319,333.0122635,32.92068187
419,SON,11,2014,11/2014,1018.31668,318.6986151,30.92952015
420,DJF,12,2014,12/2014,1021.168675,335.9081167,35.71133518
421,DJF,1,2015,1/2015,1023.042012,334.0764176,33.06220637
422,DJF,2,2015,2/2015,1020.147603,331.0562047,33.67074104
423,MAM,3,2015,3/2015,1020.636757,330.8821062,33.84116971
424,MAM,4,2015,4/2015,1018.964422,331.1059383,33.29464491
425,MAM,5,2015,5/2015,1019.533704,322.4660614,34.12946762
426,JJA,6,2015,6/2015,1019.747708,324.8878039,33.33937564
427,JJA,7,2015,7/2015,1019.067957,322.5265163,31.90337035
428,JJA,8,2015,8/2015,1018.353069,321.6406969,34.42502702
429,SON,9,2015,9/2015,1017.14104,326.8679138,36.04909877
430,SON,10,2015,10/2015,1016.709435,324.8683026,33.58380327
431,SON,11,2015,11/2015,1020.06399,334.9848894,34.4196485
432,DJF,12,2015,12/2015,1022.422879,337.7414033,32.20674069
433,DJF,1,2016,1/2016,1020.250874,339.4048751,30.00938121
434,DJF,2,2016,2/2016,1021.9264,330.1866257,32.64232876
435,MAM,3,2016,3/2016,1018.927407,325.5868061,31.89146909
436,MAM,4,2016,4/2016,1017.116109,320.2074162,32.08423754
437,MAM,5,2016,5/2016,1018.579108,318.8115582,30.92744886
438,JJA,6,2016,6/2016,1019.48183,323.712655,32.38772021
439,JJA,7,2016,7/2016,1020.156313,324.7921434,34.38878584
440,JJA,8,2016,8/2016,1018.773307,327.3799885,35.39646675
441,SON,9,2016,9/2016,1018.92611,326.6166196,35.07603585
442,SON,10,2016,10/2016,1016.728549,329.2745743,36.96713188
443,SON,11,2016,11/2016,1017.614454,334.5474943,36.47976736
444,DJF,12,2016,12/2016,1021.060204,338.4011426,33.77197778
