,Season,Month,Year,Date,Pressure,Longitude,Latitude
415,JJA,7,2014,7/2014,1010.70332,305.3269249,58.89644219
416,JJA,8,2014,8/2014,1010.83638,340.6982471,61.96024947
417,SON,9,2014,9/2014,1007.760984,312.0845206,64.63819387
418,SON,10,2014,10/2014,1008.71927,328.3817328,58.69281501
419,SON,11,2014,11/2014,1006.75499,322.9366839,57.88621212
420,DJF,12,2014,12/2014,1004.150573,339.0832804,65.23872119
421,DJF,1,2015,1/2015,1002.790703,333.4465046,63.74745873
422,DJF,2,2015,2/2015,1006.005488,335.2614331,63.27640214
423,MAM,3,2015,3/2015,1004.396544,322.3824305,63.4461192
424,MAM,4,2015,4/2015,1011.070034,335.159379,63.10726828
425,MAM,5,2015,5/2015,1009.855231,332.7585107,63.20038575
426,JJA,6,2015,6/2015,1011.678765,315.2069036,61.13905856
427,JJA,7,2015,7/2015,1010.871799,314.7355847,56.68876732
428,JJA,8,2015,8/2015,1010.59908,318.5566726,59.45837091
429,SON,9,2015,9/2015,1010.133099,309.3624605,62.40419257
430,SON,10,2015,10/2015,1008.10816,317.8284237,63.03357339
431,SON,11,2015,11/2015,1005.222481,339.6288221,63.80180979
432,DJF,12,2015,12/2015,1002.95626,333.8672042,61.22400841
433,DJF,1,2016,1/2016,1005.383344,326.300518,58.29367829
434,DJF,2,2016,2/2016,1005.740855,336.2971635,62.17902915
435,MAM,3,2016,3/2016,1007.691534,325.790101,62.12814863
436,MAM,4,2016,4/2016,1011.979389,343.4865468,58.11548031
437,MAM,5,2016,5/2016,1012.997603,315.7196525,61.64781549
438,JJA,6,2016,6/2016,1012.020659,311.4963489,55.58594967
439,JJA,7,2016,7/2016,1011.055592,317.8441545,58.37645293
440,JJA,8,2016,8/2016,1011.065657,317.5722422,61.03230421
441,SON,9,2016,9/2016,1007.295477,329.0389993,63.27221636
442,SON,10,2016,10/2016,1009.182543,319.207084,62.01411228
443,SON,11,2016,11/2016,1009.598866,325.8027649,64.20629715
444,DJF,12,2016,12/2016,1005.106389,325.8441821,62.50615415
